,Unnamed: 0,name,id,review
14,14,328 Katong Laksa,2tGFUtUrE0DhwlX59pbArA,my friend took me to  katong laksa during my first trip to singapore back in november  and boy was i blown out of my mind   katong laksa is
15,15,Food Republic,edHx5xHM-09tF8ujPC-kLg,limited selections of stalls only the popular staples like roast pork and chicken mealsassortment of noodles korean chinese and japanese foodnice
16,16,Food Republic,edHx5xHM-09tF8ujPC-kLg,ive been here a few times over the years and its been consistent about two things its high price for honestly pretty mediocre food tonight was the
17,17,Food Republic,edHx5xHM-09tF8ujPC-kLg,easy to find a good variety of foods all day clean cool and open corner glass windows gives an airy feelings
18,18,Jian Bo Shui Kueh,TZDEiyQAj3-0vcicJhxulg,since yelp doesnt really have much of a presence in singapore i resorted to reading blogs and was enlightened on the breakfast delicacy that is shui kueh
19,19,Jian Bo Shui Kueh,TZDEiyQAj3-0vcicJhxulg,i had a long layover in singapore so i stepped out of the airport to try some local food and went to the tiong bahru food market this was such a good
20,20,Jian Bo Shui Kueh,TZDEiyQAj3-0vcicJhxulg,the best hawker stall food in my entire trip is here at jian bo shui kueh its located to the left corner immediately as you enter the  floor of tiong
21,21,Lao You Xuan Noodle Kitchen,TQ1Z2WBqQj9W26THpbupLA,lao you xuans seafood soup is definitely a treat imagine a piping hot bowl of savoury and tasty soup with a generous serving of sliced fish fresh prawns
22,22,Outram Park Fried Kway Teow Mee,MP75PUqBKu9kc-Et_64kXg,my husband found this singapores eater list and yelp we came to this hawker went up to the second floor and didnt have too much difficulty finding this
23,23,Outram Park Fried Kway Teow Mee,MP75PUqBKu9kc-Et_64kXg,still one of the better char kway teow in town they manage the lines well by pretaking the orders and giving you the impression the wait is not that long
24,24,Outram Park Fried Kway Teow Mee,MP75PUqBKu9kc-Et_64kXg,i hardly eat char kway teow and the one that is stuck in my memory is from the early  when i was still a kid and the price was  a plate slowly
25,25,Sin Heng Kee Porridge,yq_Lo6KZqhw53y_PP5KoJw,was in a crave for congee did some googling and this place came up it was definitely worth the  minutes drive the line wasnt so bad when i arrive at
26,26,Sin Heng Kee Porridge,yq_Lo6KZqhw53y_PP5KoJw,better value than the overpriced bad service heng long teochew porridgefast service great taste and efficient staffcoffees greatdont order the
27,27,Sin Heng Kee Porridge,yq_Lo6KZqhw53y_PP5KoJw,one of the best porridge located at the north east area never failed to order 田鸡 to go along with any porridge today i tried their 皮蛋花生粥 simply
28,28,Ponggol Nasi Lemak,xrHaOFqIrR9fDKMOLXaQ4g,serious contender for the number  spot for nasi lemak every single dish is awesome chicken wings are mega awesome simple clean fried deep but doesnt
29,29,Ponggol Nasi Lemak,xrHaOFqIrR9fDKMOLXaQ4g,my  review is dedicated to my favourite nasi lemak place in singaporethe perfect combo for me is rice fried chicken wing luncheon meat spam
30,30,Ponggol Nasi Lemak,xrHaOFqIrR9fDKMOLXaQ4g,this spot is unassuming as they come its cafeteria style food rightand then you take a bite of the coconut milkinfused riceand then its basically
31,31,Luk Lu Eating House,d2r9cSa7OmatqCfnx6MU-g,its a small kopitiam thats got a lot of old school flavour and a really great selection of hawkers  most of them have been here for quite awhile and
32,32,Metropolitan YMCA Restaurant,kqbY0Pmq3H01xFC-9sqW2A,the metro y restaurant is justifiably proud of and known for its fishhead curry  now while i have fond and tender feelings and can never be swayed from
33,33,Metropolitan YMCA Restaurant,kqbY0Pmq3H01xFC-9sqW2A,my familys togo place when we dont know what else to eat its the safe option for us because  there are always empty tables even on a weekend 
34,34,No. 18 Zion Road Char Kway Teow,W_Fb34fs1iWSag0d83VSmw,the char kway teow served in this stall was outstanding the noodles had this really lovely charred texture and tasted pretty sweet the dish was full of
35,35,No. 18 Zion Road Char Kway Teow,W_Fb34fs1iWSag0d83VSmw,noticed no  fried kway teow at chinatown with a lot of published accolades and a line it appears this is the stalls temporary home while its original
36,36,No. 18 Zion Road Char Kway Teow,W_Fb34fs1iWSag0d83VSmw,this is one of the most famous char kway teows in singapore  they do have a lot of cockels and other goodies in there and the portion is huge  however
37,37,Jalan Sultan Prawn Mee,YE-T_90DXP7nAXcJQks2YA,the sultan prawn noodle with the jumbo prawn was sooo good love the prawn broth soup alsothe platter with all different kind of fried stuff was so good
38,38,Jalan Sultan Prawn Mee,YE-T_90DXP7nAXcJQks2YA,flavour city sauce and soup is great not overdone prawns are fresh noodles are done perfectly parking is limited they are open until  but
39,39,Jalan Sultan Prawn Mee,YE-T_90DXP7nAXcJQks2YA,some of the best prawn mee soup in sgi have been a fan of jln sultan hae mee soup since the the place can be hot and stuffy thoughi find it is
40,40,Lao Zhong Zhong Eating House,Xhe3-Fd1oZ9rqbsRWNGyXw,ordered in front of the stall gave the table number and waited a long time for food to arrive worth the wait as the ngoh hiang was delicious  sauce was
41,41,Lao Zhong Zhong Eating House,Xhe3-Fd1oZ9rqbsRWNGyXw,located near the former jackson kopitiam this place houses some of the previous tenants from jackson kopitiam and they are still as good as they used to
42,42,Bernard's Kitchen,lLxZJ_GQTGunm_-9c1_WDg,fish and chips at  fish is juicy fresh and thick unlike other western stalls non spicy wings taste similar to prawn paste wings from local zhi zhar
43,43,Blanco Court Fish Bee Hoon,p6p_egOHlLYzGBmiUWNAvg,this is one of the go to places for fish soup for me just like other local dishes there are different requirements to what makes a good bowl of fish
44,44,Blanco Court Fish Bee Hoon,p6p_egOHlLYzGBmiUWNAvg,seriously the best bowl of fish noodles out there a mix of sliced fish and fried fish in a flavorful soup the best part is they serve it up with a
45,45,Blanco Court Fish Bee Hoon,p6p_egOHlLYzGBmiUWNAvg,this is my alltime favourite fish bee hoon soup ever nothing else ive tried compares its been here for ages  its been about  years since i first
46,46,Jiak Pa Lang Eating House,MI9lWT5h3Xd53ZFKgjPgKA,jiak pa langbased on the chinese characters in their signage it would mean to eat ones fillbut there is also a similar sounding phrase which means a
47,47,Ye Shang Hai Teochew Porridge,zYKrOb-Z3DW-vpzxtbqdrg,there are tons of reviews of this porridge stall in google and other food blogs as soon as you enter the car park during lunch hours you will notice many
48,48,Ye Shang Hai Teochew Porridge,zYKrOb-Z3DW-vpzxtbqdrg,ye shanghai a favourite hotspot for taxi drivers as well as my place for affordable and comfortable teochew mui whenever im in that vincity their
49,49,Ye Shang Hai Teochew Porridge,zYKrOb-Z3DW-vpzxtbqdrg,ive come here twice now and each time its been solid i hesitate to say amazing and thats not to say it isnt so im giving it four stars for
50,50,Queensway Famous Curry Chicken,f2v8sJ8JtocNizmApSZALw,would travel all the way from north just to have some of their chicken curry and laksa most of the time theres long queue their food is worth the travel
51,51,Queensway Famous Curry Chicken,f2v8sJ8JtocNizmApSZALw,the curry chicken here never fails to disappoint this is our family weekly hangout whenever we dont have a clue what to have for lunchdinner however try
52,52,Queensway Famous Curry Chicken,f2v8sJ8JtocNizmApSZALw,best curry chicken in singapore great flavor right spiciness right thickness potato is soft rice is not clumpy and nicely cooked the only downside is
53,53,Mount Faber Nasi Lemak,btO8LR37d7EHakcRl-Myrg,best value for money meal in this part of town ive been going here every other week since moving to chinatown  years ago pick either flavourful nasi
54,54,Mount Faber Nasi Lemak,btO8LR37d7EHakcRl-Myrg,this is my favorite cheap eat in singapore no other nasi lemak has comparedmake sure to get the coconut rice every topping i had was excellent with the
55,55,Mount Faber Nasi Lemak,btO8LR37d7EHakcRl-Myrg,previously hawkering its wares at the foot of mount faber in telok blangah the stall is now at chinatown round the corner from restaurant ember and burnt
56,56,Ah Hoe Mee Pok,PeRVsT4SJXk0xrhV2nsY2g,probably reluctant to share this place and thats why did not publish this review for a long time but after class  had most voters vote for this place
57,57,Ah Hoe Mee Pok,PeRVsT4SJXk0xrhV2nsY2g,seeing a japanese family selling traditional hawker fare instead of ramen is definitely a novelty the  bak chor mee has quite a generous serving of
58,58,Ah Hoe Mee Pok,PeRVsT4SJXk0xrhV2nsY2g,this is the newer stall at  the original is at this stall is usually operated by either the mom or the son they have additional help to take
59,59,Goldhill Family Restruant,9wjsbrZInncYd0lnTaTALw,was just passing by and happen to see a long line of people guess what they were after great chinese dishes lot of dishes to choose form
60,60,Public House,WPzP4CgAqCYHU7nbH2Wduw,popular for a reason and whilst it is a bit of a home from home the staff make it a nice relaxing fun place for a few drinks with friendscan get a bit
61,61,Public House,WPzP4CgAqCYHU7nbH2Wduw,a popular hangout on weeknights for business people working at the nearby financial district a british themed bar
62,62,Teochew Handmade Pau,IMTX3gTgyqk5HPfYfaCjGg,i think i am beginning to like all the traditional old school handmade local food stuff now that it is so hard to find them around most of the food we get
63,63,Teochew Handmade Pau,IMTX3gTgyqk5HPfYfaCjGg,honestly these are the cutest paus ever they are so tiny and yet so filling because of the way they are handcrafted the paus skin is so fluffy and soft
64,64,Teochew Handmade Pau,IMTX3gTgyqk5HPfYfaCjGg,its really hard to find places selling kong ba pau fat belly bun apart from this shop and restaurants the only way to get your hands to these buns is
65,65,The Gallerie Food Court,ezbQM9lLIUTxnTgvYEjUPA,when i was going up the escalator to come here there was a baby who was crying and being fussy now i know whydespite the  star reviews i had a less
66,66,The Gallerie Food Court,ezbQM9lLIUTxnTgvYEjUPA,good food at decent prices plus you get a fantastic view of the marina bay area if you manage to get a seat close to the glass windowsthis works like
67,67,The Gallerie Food Court,ezbQM9lLIUTxnTgvYEjUPA,this food court is pretty cool it has quite a variety of food options  but whats really good  is the view from this food court you have a good view of
68,68,Feng Kee Hainanese Curry Rice,9a193rCoMlqwrVYZn22eVA,stumble onto this place on yahoos write out on singapores  best hainanese curry riceits situated inside pasir panjang food centre store went
69,69,136 Hong Kong Street Fish Head Steamboat,4B2p493ZZ276nTB91XAXJw,food is cheap tastes ok stuff was either really salty or had a hint of old dirty oil flavour though wont be in a hurry to come back
70,70,136 Hong Kong Street Fish Head Steamboat,4B2p493ZZ276nTB91XAXJw,having worked in the chinatown area i walked past this restaurant a zillion times without ever thinking of eating there it always looked crowded and the
71,71,136 Hong Kong Street Fish Head Steamboat,4B2p493ZZ276nTB91XAXJw,this store used to be at  neil road and had moved to the current location last year this is a zichar and steamboat airconditioned eatery that dish out
72,72,Soon Heng Silver Stream Rojak,qD37iE2b7hkMY23fvByuTw,i have tried rojak in indonesia and they were delicious so went to try this popular one in singapore perhaps i could try and compare i love fruits and
73,73,Soon Heng Silver Stream Rojak,qD37iE2b7hkMY23fvByuTw,soon heng rojakhdb hubtoa payohi was number  in the queue minutes before i received  packets sauce packed separately and  plate for meit
74,74,Soon Heng Silver Stream Rojak,qD37iE2b7hkMY23fvByuTw,warning if you are allergic to peanuts stay awaywarning if you are trying to cut out sugar as per what ritual suggests stay awaywarning if you do
75,75,Babalicious,FgO-c1uBcqX_gcAxxZuZZQ,im gonna change my review to  for the following reasons their chicken rice is really one of the best ive tried in singaporei have tried
76,76,1983 - A Taste Of Nanyang,nwxpYCnqS8ItEqivxTVwPQ,we were craving nasi lemak and decided to give this place a try  we got the special nasi lemak with the fried chicken and it was so impressive  the
77,77,1983 - A Taste Of Nanyang,nwxpYCnqS8ItEqivxTVwPQ,considering the prices of some of the restaurants at bayfront this is actually a pretty in fact an incredibly cheap option it is actually more of a food
78,78,1983 - A Taste Of Nanyang,nwxpYCnqS8ItEqivxTVwPQ,this food section at the other end of terminal one is quieter than the main food hall in the middle area this is where the cactus garden is located one
79,79,Sin Heng Claypot Bak Koot Teh,j7-AWpOy9A7GxxUYafdSPQ,fragrant and good bak kut teh other dishes are simple but pretty good too like sesame chicken tofu ngo hiang unless you live in the neighbourhood or in
80,80,Sin Heng Claypot Bak Koot Teh,j7-AWpOy9A7GxxUYafdSPQ,worst rip off bak kut teh in sg  for the smallest pot of pork rib soup with only  pieces of ribs not full rip too  for  slices of kidney with mee
81,81,Sin Heng Claypot Bak Koot Teh,j7-AWpOy9A7GxxUYafdSPQ,came here a few times when i was staying in the area  i managed to try both the bak kut teh the dry clay pots as well as a few of the other dishesthe
82,82,Tian Tian Hainanese Chicken Rice,wYghrD1hFvP2gxf1Le2H0g,i have heard rave reviews for years of this particular chicken rice i have to say im disappointed the chicken was average and the rice not very tasty i
83,83,Tian Tian Hainanese Chicken Rice,wYghrD1hFvP2gxf1Le2H0g,this tian tian chicken rice is a franchise of the exact same famous stall at maxwell food center so the people living in the east are up for a treat this
84,84,Tian Tian Hainanese Chicken Rice,wYghrD1hFvP2gxf1Le2H0g,came here with a whole bunch of relatives flying in from hong kong and they all loved the food great place to introduce any visiting friends to some
85,85,Dunman Duckrice,yqs2j70M1sGodI98bOxSVA,my boyfriend has been raving about this place for ages whenever we have duck rice he will compare it to dunman duckrices well this past weekend we
86,86,Dunman Duckrice,yqs2j70M1sGodI98bOxSVA,one of my favourite braised duck stalls have yet to try their kway chap seems popular but their duck rice is second to few
87,87,Song Fa Bak Kut Teh,NLPcqNIqp0EuQ8olzxrafA,people is crowded in the shop and it is very hot i order the soup and trotter it is vey good taste and will visit again next time
88,88,Song Fa Bak Kut Teh,NLPcqNIqp0EuQ8olzxrafA,good food reasonable pricebest bak kut teh dish in singapore  try both the loin and normal ribs  same flavor different texture  order some veggies on
89,89,Song Fa Bak Kut Teh,NLPcqNIqp0EuQ8olzxrafA,great simple food  like many lunch places not too clean  the food is fresh and pretty good  very popular and there is often a line  either come early
90,90,Lao Fu Zi Fried Kway Teow,0Umn9jdbRlaZGJgb5RpQTg,this was my first meal in singapore and it didnt disappoint i knew i had to try fried kway teow during my visit so im glad we found some right away it
91,91,Lao Fu Zi Fried Kway Teow,0Umn9jdbRlaZGJgb5RpQTg,fried kway teow black   i honestly didnt know what was in this i just saw the long queue lol little spicy some pork and oyster i think it was
92,92,Lao Fu Zi Fried Kway Teow,0Umn9jdbRlaZGJgb5RpQTg,the old airport road food centre has a lot of popular stalls selling hawker fare one of these is lao fu zhi char kway teow stir fried rice
93,93,Rocky Master,Hnla3t6HhALNJw4rJpdk6Q,doable eatery in town  nothing special about it though i cannot deny they offer truffle infused oil fries in the menu  that is exactly what i ordered and
94,94,Rocky Master,Hnla3t6HhALNJw4rJpdk6Q,coffee is ok nothing to write home about the service is the only reason i would return the ladies working this morning were perky friendly and helpful
95,95,Rocky Master,Hnla3t6HhALNJw4rJpdk6Q,i have this gut feeling that the only reason i came here was because it was a random place that i picked to have a coffee at so that i could do a write up
96,96,Asam Laksa,2xqwtPQSeE-wJZ3esKAjJQ,nice tangy asam and soft slurppy noodlesi like the tangy base with the opinions and fresh veg it adds a dimension to noodles like the way vietnamese
97,97,Asam Laksa,2xqwtPQSeE-wJZ3esKAjJQ,asam laksa has taken its spot over the western stall in west coast square it was kind of mix feelings as on one hand i was sad to hear that there are only
98,98,Wang Jiao Handmade Noodle,1beeOrW-2K9ayy4pwtuUhw,great value good ban mian noodles and very nice fried dumplingsthe ban mian noodles and soup is tasty enough for repeat visits if i dont know what to
99,99,Thai Pan Restaurant,bze8gQ2prYPRTouZcMTYFQ,my family  i patronise this restaurant for years  it is situated inside mandarin gardens condo  siglap rd we usually go there on weekdays because
100,100,Thai Pan Restaurant,bze8gQ2prYPRTouZcMTYFQ,this is usually where my girlfriend and i come to when we want to have a quiet date night that doesnt require us to travel far i think every great meal
101,101,Thai Pan Restaurant,bze8gQ2prYPRTouZcMTYFQ,food here is affordable good quality and i used to come here often before discovering the changi village branch the location is pretty not that
102,102,Malay Food Stall Jun Hang Food Court,IBWMt29GowGXt380WAhFAw,my fave store in this whole food court not only is the food amazing the options are huge portions are huge and the service is pretty great i love the
103,103,Toa Payoh Rojak,80b8U-xifMQMtrAbuGfpaQ,pretty awesome rojak queue system to manage the long queues grab a ticket while youre eating your lor mee i found this slightly sweeter than other
104,104,Toa Payoh Rojak,80b8U-xifMQMtrAbuGfpaQ,the best rojak ever the whole dish is coated with roasted peanuts and savoury sweetsour sauce especially the sweetness level is so appropriate that it
105,105,Toa Payoh Rojak,80b8U-xifMQMtrAbuGfpaQ,the rojak here was very good and tasty can be considered one of the few better ones in town portion was quite generous and the sauce was nice moderate
106,106,Seng Huat Homemade Fried Carrot Cake,9dnCdF7_4hh-ofG7FCRDuw,a common thread runs through my reviews of hawker fare the slow death of singaporean roots cuisine as the practitioners of this arcane art slowly retire
107,107,City Satay Smith Street,mrFDNv0YDbJxJk8hkEqcWg,really good satay try them all  pork beef chicken shrimp lamb
108,108,City Satay Smith Street,mrFDNv0YDbJxJk8hkEqcWg,love love love love the satay here ive not had it in a while  but had some  weeks ago and i loved it its really hard to get pork satay and i
109,109,Brothers Rojak,DyCdIaDT533XrRh8ARLOfw,brothers rojak  clementiclementi brothers rojak 金文泰兄弟罗惹hmm  i wonder if brothers rojak  clementi and clementi brothers rojak  zion road is the
110,110,Brothers Rojak,DyCdIaDT533XrRh8ARLOfw,one the best rojak everi love rojak so i think i am justified to say that this uncle had the best balance of the prawn paste down pat the ingredients
111,111,Brothers Rojak,DyCdIaDT533XrRh8ARLOfw,one of only  rojak joints worth anyones time and effort in singapore  the other is in hougang ave   joints like brothers rojak are what make living in
112,112,Yummi Chiffon,aR2v9jYh_Vk0bbVmU_wriw,tanjong pagar xchange has a row of shops  bakeries and eateries for office workers around the area one of the shops is a chiffon cake shopthe good
113,113,Yummi Chiffon,aR2v9jYh_Vk0bbVmU_wriw,fluffy thats how i describe the chiffon cakes that sells here they are in the shape of round cake shape but in smaller size and comes in different
114,114,Yummi Chiffon,aR2v9jYh_Vk0bbVmU_wriw,i was amused this is not the first time i bought the chiffon cake from here i placed the order to have a strawberry roll and coffee then i saw that there
115,115,Marina South Delicious Food,awRSHLevIWMh1XaNQrpDPw,definitely worth checking out if youre in the mood for good ol singaporean food its located across from the famous tian tian hainan chicken has no
116,116,Marina South Delicious Food,awRSHLevIWMh1XaNQrpDPw,it was later in the evening and i stopped by maxwell market for a quick snack before heading out to the bars around having decided on marina south
117,117,Marina South Delicious Food,awRSHLevIWMh1XaNQrpDPw,we came to maxwell for tian tian chicken but also ordered a noodle dish from marina south  the tian was rubbery chicken with a fish broth but marina
118,118,New Road Fishball Noodle,h-mx-uk42tZqJ3ia2rZEzw,this place dishes out generous portions both for the noodles and the fishballs for  bucks you get  fishballs and quite a bit of noodlesthe noodles
119,119,Whampoa Satay Bee Hoon,FaE9PlfttQgdbEvNHljZGw,it has received some awards see photosusually not busygravy is good but could do with a bit more to mix with the bee hooncomes with cuttlefish
120,120,Founder Bak Kut Teh,GQ7q7cNdEOhMgpD0p-l2sA,bak kut teh is one of those famous singaporeanmalaysian dishes you have to try when youre in singapore  it was definitely on my list of things to eat on
121,121,Founder Bak Kut Teh,GQ7q7cNdEOhMgpD0p-l2sA,the service sucks but the food is greatthis is one of many locations in singapore where you can get bak kut teh which is essentially a sort of soup
122,122,Founder Bak Kut Teh,GQ7q7cNdEOhMgpD0p-l2sA,this bak kut teh broth is nice and peppery unlike several others ive tried i enjoy the kick of spice it gives and the ribs are juicy and meaty there are
123,123,Empress,uuBSb1jxFq2P0sHvTcnHYg,located inside the asian civilization museum this modern chinese restaurant has both indoor and outdoor seating there was a wedding going on when we went
124,124,Empress,uuBSb1jxFq2P0sHvTcnHYg,there is no shortage of good food in singapore between the restaurants and hawker stations the city knows how to eat for my last night in the city my
125,125,Empress,uuBSb1jxFq2P0sHvTcnHYg,this place is an absolute gem my fiancé and i came here on vacation because we were craving peking duck this place has amazing vibes situation on the
126,126,Alter Ego,0i2kp39pBvEByBU1sefQWg,as many have deemed the poke bowls as not up to standard i opted for their dirty bites which included burgers and bar bites at night the chicken
127,127,Alter Ego,0i2kp39pBvEByBU1sefQWg,alter ego is the sister to a poke theory opened by two  yo siblingsthe poke bowls are the almost exactly same differing only in a switch
128,128,Alter Ego,0i2kp39pBvEByBU1sefQWg,tried out this place since i was hungry and in a rush utterly disappointed with the overall experience on the plus side the store really took a great
129,129,Jumbo Seafood,jzhjQLpQMLT0SFruqbKQxA,always go back and forth between this spot and red house i think they both have their charms and draw i think red house seems less touristy but is
130,130,Jumbo Seafood,jzhjQLpQMLT0SFruqbKQxA,it was alright  prby not worth the hype  we went early so got in when the opened but felt like the service was counting down the minutes before they
131,131,Jumbo Seafood,jzhjQLpQMLT0SFruqbKQxA,food was amazing chili crab was the best a little pricey and service is lackluster
132,132,CreatureS,SoJSQuJzrIQT2DDN2SkWNQ,popped by here for a lazy saturday lunch and i felt the food was just okaynothing fantastic and slightly pricey though i understand costs are rising
133,133,CreatureS,SoJSQuJzrIQT2DDN2SkWNQ, ngoh hiang  cuttlefish kueh pie tie lovely presentation of the homemade pork and prawn roll and cuttlefish keuh pie tie the sambal chilli is a
134,134,CreatureS,SoJSQuJzrIQT2DDN2SkWNQ,lovely interior definitely has nice ambiance and decor but i personally think this place is overrated as a fan of peranakan food my expectation for
135,135,Outram Park Ya Hua Bah Kut Teh,u_6ZRpeNRVRsZjI5s8vTfA, stars the good   fast clean service   free refills of delicious broth for the bakuteh  generous portions of tender boiled pork on the
136,136,Outram Park Ya Hua Bah Kut Teh,u_6ZRpeNRVRsZjI5s8vTfA,the soup was good if overpeppered for my personal taste the dishes were dirty mine still had browncolored liquid inside it from the reviews i knew
137,137,Outram Park Ya Hua Bah Kut Teh,u_6ZRpeNRVRsZjI5s8vTfA,i was recommended by a friend about ah hua bah kut teh being one of the best in singapore but to be honest this place is extremely hard to find for
138,138,Tingkat PeraMakan,6S1PPaOROwIxza3x9bK2fA,cute little shop with authentic and affordable nyonya food my boyfriend and i opted for the set menu which includes a main drink two sides and dessert
139,139,Tingkat PeraMakan,6S1PPaOROwIxza3x9bK2fA,stop by for a quick dinner and the beef rendang was delicious！！the inside decor is very cozy and colorful nice for friend gathering！
140,140,Tingkat PeraMakan,6S1PPaOROwIxza3x9bK2fA,hubby and i came here as our last lunch before leaving singapore a friend had sent us a link to an article talking about affordable peranakan food and
141,141,Iron Chefs Charcoal Grill Bar,QqBdnVEf0QDmYcjFZozRkA,to recover from my first fail of the year which was going to mcdonalds next door after telling myself i would eat healthier in  i decided to give the
142,142,White Restaurant,vB4dVgTFcfksHxPc3JTeGg,if you want authentic singapore hawker cuisine that has been refined to its best potential head to white beehoon restaurant white serves one of the
143,143,White Restaurant,vB4dVgTFcfksHxPc3JTeGg,this chain touts itself as the original sembawang white beehoon and among its many claims to fame the most recent is hosting the veteran singaporean
144,144,Bee Cheng Hiang - New Bridge Road,Q6i5-TmJt9mo6-dsH0ipmg,i guess final day in singapore would not be complete without these foods soooo yummy
145,145,Bee Cheng Hiang - New Bridge Road,Q6i5-TmJt9mo6-dsH0ipmg,first of all i booked my hotel down the street from this place so it was super convenient for me to buy this whenever i wanted during my stay in
146,146,Bee Cheng Hiang - New Bridge Road,Q6i5-TmJt9mo6-dsH0ipmg,irresistible mouthwatering bbq meatjerky i like the chilli pork  the spice kicks in at the end the vacuum packed miniez makes a great choice for
147,147,Good Chance Popiah Eating House,QDmSUgmCDkpedMZgVWzFkg,if youve ever ordered popiah in a hawker stall and said to yourself i sure would like to try and make that myself well guess what you can here at good
148,148,Good Chance Popiah Eating House,QDmSUgmCDkpedMZgVWzFkg,this is my first time at a selfwrapped popiah place and i love it good for fussy popiah eaters like me who do not like garlic yucks and lard in my
149,149,Good Chance Popiah Eating House,QDmSUgmCDkpedMZgVWzFkg,first im a popiah fan second i enjoy diy popiahs or those from the hawker center and when it comes to diy am so glad that good chance popiah offers
150,150,Chilli Padi Nonya,AQRAY-2PkA7Rwnpsu6GGFQ,service is a bit bumbling but friendly  the dishes are good and the prices are reasonable  was here for dinner with friends on a saturday night and the
151,151,Chilli Padi Nonya,AQRAY-2PkA7Rwnpsu6GGFQ,was passing by saw a bunch of  signs mentioned michelin recommend and yelp and bunch of awardsdecided to give it a trywhen i sat the waiters  welcomed
152,152,Chilli Padi Nonya,AQRAY-2PkA7Rwnpsu6GGFQ,i have long been searching out the good peranakan restaurants in singapore  its truly the only cuisine indigenous to the island and thus a culinary jewel
153,153,Baba Chews,DBfxgjPkdWZ_z77aCwHB8Q,so bad when you are located in the food haven of katong i really cant figure out why this place would bother serving food that is just utterly bad
154,154,Baba Chews,DBfxgjPkdWZ_z77aCwHB8Q,just to be clear we are food purists who sneer at anything fusion having said that holy cowabunga this place is freaking so good you will want to slap
155,155,Baba Chews,DBfxgjPkdWZ_z77aCwHB8Q,great variety of peranakan food whipped up using the freshest of ingredients enjoyed the chap chye ayam buah keluak sambal stingray and laksa simply
156,156,The Tipsy Cow,f7RwQ2l7frDLUE_xxzRUeg,discovered this place whenever i was having supper around the areai was passingby and saw a banner saying drinks at a low priceone day  months
157,157,The Tipsy Cow,f7RwQ2l7frDLUE_xxzRUeg,i only got to try their drinks as they were about to close when me and my friends got there their bucket of heineken is so cheap  for  their
158,158,The Tipsy Cow,f7RwQ2l7frDLUE_xxzRUeg,worst service ever  no joke trying to get someone to wait on you is impossible  drink order wrong  food order brought my friends meal out and he
159,159,Daisy's Dream Kitchen,2mwyarV6yGkDS6eYoKfTWg,quint little home styled peranakan dishesbabi buah keluak is their famous dish basically stewed pork with buah keluak nut tender melts slight
160,160,Daisy's Dream Kitchen,2mwyarV6yGkDS6eYoKfTWg,this restaurant is a little off the beaten path  it used to be in west coast but has since moved to rifle range road where parking is not a problem at
161,161,Crystal Jade La Mian Xiao Long Bao,sUEN7NqaRgIQ9wkQIHf8TQ,there were  floors for this outlet tables were placed quite close to each other sitting at the first floor could be quite noisy from the childrens noise
162,162,Crystal Jade La Mian Xiao Long Bao,sUEN7NqaRgIQ9wkQIHf8TQ,there are  floors in this restaurant the bottom floor serves ramen and dumplings for dinner white the upstairs serves hotpot and dumplings for dinner
